Татарчага	татарча+N+Sg+DIR(ГА);
итәчәкбез	и+V+CAUS(т)+FUT_DEF(АчАк)+1PL(бЫз);и+V+CAUS(т)+PCP_FUT(АчАк)+1PL(бЫз);ит+V+FUT_DEF(АчАк)+1PL(бЫз);ит+V+PCP_FUT(АчАк)+1PL(бЫз);
.	Type1
АЛЬБУС	альбус+N+Sg+Nom;
:	Type2
Без	без+N+Sg+Nom;без+PN;
түгел	түгел+PART;
.	Type1
Без	без+N+Sg+Nom;без+PN;
сиңа	син+PN+DIR(ГА);
буйсынмыйбыз	буйсын+V+NEG(мА)+PRES(Й)+1PL(бЫз);
.	Type1
Кем	кем+PN;
булсаң	бул+V+COND(сА)+2SG(ң);
да	да+PART;
.	Type1
Безне	без+PN+ACC(нЫ);
нишләтсәң	нишлә+V+CAUS(т)+COND(сА)+2SG(ң);нишләт+V+COND(сА)+2SG(ң);
дә	дә+PART;
.	Type1
ДЕЛЬФИ	дельфи+N+Sg+Nom;
:	Type2
әлбәттә	әлбәттә+MOD;
,	Type2
син	син+PN;
барын	бар+N+Sg+POSS_3(СЫ)+ACC(нЫ);бар+PN+POSS_3(СЫ)+ACC(нЫ);бар+V+REFL(Ын)+IMP_SG();
да	да+PART;
эшләячәксең	эшлә+V+FUT_DEF(АчАк)+2SG(сЫң);эшлә+V+PCP_FUT(АчАк)+2SG(сЫң);
.	Type1
АЛЬБУС	альбус+N+Sg+Nom;
:	Type2
Сиңа	син+PN+DIR(ГА);
Империо	империо+N+Sg+Nom;
кулланасы	куллан+V+OBL(ЙсЫ);
булачак	бул+V+FUT_DEF(АчАк);бул+V+PCP_FUT(АчАк);
.	Type1
Минем	мин+PN+GEN(нЫң);
белән	белән+POST;
идарә	идарә+N+Sg+Nom;
итәргә	и+V+CAUS(т)+INF_1(ЫргА);ит+V+INF_1(ЫргА);
туры	тур+N+Sg+POSS_3(СЫ)+Nom;туры+Adj;
киләчәк	кил+V+FUT_DEF(АчАк);кил+V+PCP_FUT(АчАк);киләчәк+N+Sg+Nom;
.	Type1
ДЕЛЬФИ	дельфи+N+Sg+Nom;
:	Type2
Юк	юк+MOD;
.	Type1
Күрәзә	күрәзә+N+Sg+Nom;
чынга	чын+Adj+Sg+DIR(ГА);
ашсын	аш+V+JUS_SG(сЫн);
өчен	өчен+POST;
,	Type2
син	син+PN;
үзең	үз+PN+POSS_2SG(Ың)+Nom;
барын	бар+N+Sg+POSS_3(СЫ)+ACC(нЫ);бар+PN+POSS_3(СЫ)+ACC(нЫ);бар+V+REFL(Ын)+IMP_SG();
эшләргә	эш+N+PL(ЛАр)+DIR(ГА);эшлә+V+INF_1(ЫргА);
тиеш	ти+V+RECP(Ыш)+IMP_SG();ти+V+VN_2(Ыш)+Nom;тиеш+MOD;
,	Type2
синең	син+PN+GEN(нЫң);
курчагың	курчак+N+Sg+POSS_2SG(Ың)+Nom;
түгел	түгел+PART;
.	Type1
Седрикны	седрикн+N+Sg+POSS_3(СЫ)+Nom;седрик+N+Sg+ACC(нЫ);
хур	хур+Adj;
калдыручы	кал+V+CAUS(ДЫр)+VN_1(у/ү/в)+PCP_PR(чЫ);кал+V+CAUS(ДЫр)+VN_1(у/ү/в)+PROF(чЫ)+Sg+Nom;калдыр+V+VN_1(у/ү/в)+PCP_PR(чЫ);калдыр+V+VN_1(у/ү/в)+PROF(чЫ)+Sg+Nom;
син	син+PN;
булырга	бул+V+INF_1(ЫргА);
тиеш	ти+V+RECP(Ыш)+IMP_SG();ти+V+VN_2(Ыш)+Nom;тиеш+MOD;
,	Type2
шуңа	шул+PN+DIR(ГА);
Империодан	империо+N+Sg+ABL(ДАн);
файда	фай+N+Sg+LOC(ДА);файда+N+Sg+Nom;
чыкмаячак	чык+V+NEG(мА)+FUT_DEF(АчАк);чык+V+NEG(мА)+PCP_FUT(АчАк);
.	Type1
Мин	мин+PN;
сезне	сез+PN+ACC(нЫ);
башкача	баш+N+Sg+DIR_LIM(ГАчА);башка+Adj+EQU(чА);
тыңлатырмын	тыңла+V+CAUS(т)+FUT_INDF(Ыр)+1SG(мЫн);тыңла+V+CAUS(т)+PCP_FUT(Ыр)+1SG(мЫн);тыңлат+V+FUT_INDF(Ыр)+1SG(мЫн);тыңлат+V+PCP_FUT(Ыр)+1SG(мЫн);
.	Type1
Ул	ул+N+Sg+Nom;ул+PN;
таягын	таяк+N+Sg+POSS_3(СЫ)+ACC(нЫ);
чыгара	чыгар+V+PRES(Й);
.	Type1
Аны	ул+PN+ACC(нЫ);
ияген	ияк+N+Sg+POSS_3(СЫ)+ACC(нЫ);
өскә	өс+N+Sg+DIR(ГА);
күтәреп-күтәреп	күтәреп-күтәреп+N+Sg+Nom;
алган	ал+V+PCP_PS(ГАн);ал+V+PST_INDF(ГАн);
АЛЬБУСка	альбус+N+Sg+DIR(ГА);
юнәлтә	юнәл+V+CAUS(т)+PRES(Й);юнәлт+V+PRES(Й);
.	Type1
АЛЬБУС	альбус+N+Sg+Nom;
:	Type2
Шул	шул+PART;шул+PN;
да	да+PART;
булдымы	бул+V+PST_DEF(ДЫ)+INT(мЫ);
эш	эш+N+Sg+Nom;
!	Type1
ДЕЛЬФИ	дельфи+N+Sg+Nom;
аңа	ул+PN+DIR(ГА);
карый	кара+V+PRES(Й);карый+N+Sg+Nom;
.	Type1
Аннары	аннары+PN;
таягын	таяк+N+Sg+POSS_3(СЫ)+ACC(нЫ);
СКОРПИУСка	скорпиус+N+Sg+DIR(ГА);
юнәлә	юнәл+V+PRES(Й);
.	Type1
ДЕЛЬФИ	дельфи+N+Sg+Nom;
:	Type2
Булдырырмын	бул+V+CAUS(ДЫр)+FUT_INDF(Ыр)+1SG(мЫн);бул+V+CAUS(ДЫр)+PCP_FUT(Ыр)+1SG(мЫн);булдыр+V+FUT_INDF(Ыр)+1SG(мЫн);булдыр+V+PCP_FUT(Ыр)+1SG(мЫн);
.	Type1
АЛЬБУС	альбус+N+Sg+Nom;
:	Type2
Юк	юк+MOD;
!	Type1
ДЕЛЬФИ	дельфи+N+Sg+Nom;
:	Type2
әйе	әйе+MOD;
,	Type2
дөрес	дөрес+Adj;дөрес+Adv;
уйлаганмын	уйла+V+PCP_PS(ГАн)+1SG(мЫн);уйла+V+PST_INDF(ГАн)+1SG(мЫн);
.	Type1
Бу	бу+PN;
сиңа	син+PN+DIR(ГА);
яхшырак	яхшы+Adj+COMP(рАк)+Sg+Nom;яхшы+Adv+COMP(рАк)+Sg+Nom;
тәэсир	тәэсир+N+Sg+Nom;
итәчәк	и+V+CAUS(т)+FUT_DEF(АчАк);и+V+CAUS(т)+PCP_FUT(АчАк);ит+V+FUT_DEF(АчАк);ит+V+PCP_FUT(АчАк);
.	Type1
СКОРПИУС	скорпиус+N+Sg+Nom;
:	Type2
Альбус	альбус+N+Sg+Nom;
,	Type2
ул	ул+N+Sg+Nom;ул+PN;
миңа	мин+PN+DIR(ГА);
нәрсә	нәрсә+PN;
эшләсә	эшлә+V+COND(сА);
дә	дә+PART;
,	Type2
без	без+N+Sg+Nom;без+PN;
аңа	ул+PN+DIR(ГА);
ирек…	Error
ДЕЛЬФИ	дельфи+N+Sg+Nom;
:	Type2
Круцио	круцио+N+Sg+Nom;
!	Type1
143	Num
СКОРПИУС	скорпиус+N+Sg+Nom;
авыртудан	авыр+V+CAUS(т)+VN_1(у/ү/в)+ABL(ДАн);авырт+V+VN_1(у/ү/в)+ABL(ДАн);
кычкырып	кычкыр+V+ADVV_ACC(Ып);
җибәрә	җибәр+V+PRES(Й);
.	Type1
АЛЬБУС	альбус+N+Sg+Nom;
:	Type2
Мин…	Error
ДЕЛЬФИ	дельфи+N+Sg+Nom;
(	Type3
көлеп	көл+V+ADVV_ACC(Ып);
)	Type3
:	Type2
Нәрсә	нәрсә+PN;
?	Type1
Нидер	ни+PART+PROB(ДЫр);ни+PN+PROB(ДЫр);
эшли	эшлә+V+PRES(Й);
алырмын	ал+V+FUT_INDF(Ыр)+1SG(мЫн);ал+V+PCP_FUT(Ыр)+1SG(мЫн);
дип	ди+V+ADVV_ACC(Ып);
уйлыйсыңмы	уйла+V+OBL(ЙсЫ)+POSS_2SG(Ың)+Nom+INT(мЫ);уйла+V+PRES(Й)+2SG(сЫң)+INT(мЫ);
?	Type1
Тылсым	тылсым+N+Sg+Nom;
дөньясының	дөнья+N+Sg+POSS_3(СЫ)+GEN(нЫң);
хатасы	хата+N+Sg+POSS_3(СЫ)+Nom;
!	Type1
Гаилә	гаилә+N+Sg+Nom;
тарихының	тарих+N+Sg+POSS_3(СЫ)+GEN(нЫң);
хурлыгы	хур+Adj+NMLZ(лЫк)+Sg+POSS_3(СЫ)+Nom;хур+Adj+PSBL(лЫк)+POSS_3(СЫ)+Nom;
!	Type1
Кирәксез	кирәк+Adj+2PL(сЫз);кирәк+Adj+ATTR_ABES(сЫз)+Sg+Nom;кирәк+Adj+Sg+ATTR_ABES(сЫз)+Sg+Nom;
бала	бала+N+Sg+Nom;
!	Type1
Бердәнбер	бердәнбер+N+Sg+Nom;
дустыңны	дуст+N+Sg+POSS_2SG(Ың)+ACC(нЫ);
газапларга	газап+N+PL(ЛАр)+DIR(ГА);газапла+V+INF_1(ЫргА);
комачауламакчы	комачаула+V+DESID(мАкчЫ);
буласыңмы	бул+V+OBL(ЙсЫ)+POSS_2SG(Ың)+Nom+INT(мЫ);бул+V+PRES(Й)+2SG(сЫң)+INT(мЫ);
?	Type1
Алайса	алайса+MOD;
,	Type2
кушылган	куш+V+PASS(Ыл)+PCP_PS(ГАн);куш+V+PASS(Ыл)+PST_INDF(ГАн);кушыл+V+PCP_PS(ГАн);кушыл+V+PST_INDF(ГАн);
эшне	эш+N+Sg+ACC(нЫ);
эшлә	эшлә+V+IMP_SG();
.	Type1
Ул	ул+N+Sg+Nom;ул+PN;
АЛЬБУСка	альбус+N+Sg+DIR(ГА);
карый	кара+V+PRES(Й);карый+N+Sg+Nom;
,	Type2
аның	ул+PN+GEN(нЫң);
карашында	караш+N+Sg+POSS_3(СЫ)+LOC(ДА);
җитди	җитди+Adj;
карарга	кара+V+INF_1(ЫргА);карар+N+Sg+DIR(ГА);
килүе	кил+V+VN_1(у/ү/в)+POSS_3(СЫ)+Nom;
чагыла	чагыл+V+PRES(Й);чак+V+PASS(Ыл)+PRES(Й);
.	Type1
Юкмы	юк+MOD+INT(мЫ);
?	Type1
Круцио	круцио+N+Sg+Nom;
!	Type1
АЛЬБУС	альбус+N+Sg+Nom;
:	Type2
Тукта	тук+Adj+Sg+LOC(ДА);тукта+V+IMP_SG();
.	Type1
Зинһар	зинһар+MOD;
.	Type1
Энергиясе	энергия+N+Sg+POSS_3(СЫ)+Nom;
чиктән	чик+N+Sg+ABL(ДАн);
ашкан	аш+V+PCP_PS(ГАн);аш+V+PST_INDF(ГАн);
КРЭГ	крэг+N+Sg+Nom;
килеп	кил+V+ADVV_ACC(Ып);
керә	кер+V+PRES(Й);
.	Type1
КРЭГ	крэг+N+Sg+Nom;
БОУКЕР-кече	боукер-кеч+N+Sg+POSS_3(СЫ)+Nom;
:	Type2
Скорпиус	скорпиус+N+Sg+Nom;
?	Type1
Альбус	альбус+N+Sg+Nom;
?	Type1
Бөтенесе	бөтенесе+PN;
сезне	сез+PN+ACC(нЫ);
эзли	эзлә+V+PRES(Й);
.	Type1
АЛЬБУС	альбус+N+Sg+Nom;
:	Type2
Крэг	крэг+N+Sg+Nom;
!	Type1
Кит	кит+V+IMP_SG();
моннан	бу+PN+ABL(ДАн);моннан+PN;
!	Type1
Ярдәм	ярдәм+N+Sg+Nom;
чакыр	чакыр+V+IMP_SG();
!	Type1
КРЭГ	крэг+N+Sg+Nom;
БОУКЕР-кече	боукер-кеч+N+Sg+POSS_3(СЫ)+Nom;
:	Type2
Ни	ни+CNJ;ни+PART;ни+PN;
булды	бул+V+PST_DEF(ДЫ);
?	Type1
ДЕЛЬФИ	дельфи+N+Sg+Nom;
:	Type2
Авада	Rus
Кедавра	кедавра+N+Sg+Nom;
!	Type1
ДЕЛЬФИ	дельфи+N+Sg+Nom;
аткан	ат+V+PCP_PS(ГАн);ат+V+PST_INDF(ГАн);
яшел	яшел+Adj;яшел+PROP+Sg+Nom;
яктылык	якты+Adj+NMLZ(лЫк)+Sg+Nom;якты+Adj+PSBL(лЫк);якты+N+NMLZ(лЫк)+Sg+Nom;якты+N+PSBL(лЫк);
кабынышы	кабын+V+VN_2(Ыш)+POSS_3(СЫ)+Nom;кап+V+REFL(Ын)+VN_2(Ыш)+POSS_3(СЫ)+Nom;
сәхнә	сәхнә+N+Sg+Nom;
уртасыннан	урта+N+Sg+POSS_3(СЫ)+ABL(ДАн);
очып	оч+V+ADVV_ACC(Ып);
үтә	үт+V+PRES(Й);үтә+Adv;үтә+V+IMP_SG();
,	Type2
ул	ул+N+Sg+Nom;ул+PN;
КРЭГны	крэгн+N+Sg+POSS_3(СЫ)+Nom;крэг+N+Sg+ACC(нЫ);
артка	арт+Adj+Sg+DIR(ГА);
ега	ек+V+PRES(Й);
һәм	һәм+CNJ;
шунда	шул+PN+LOC(ДА);
ук	ук+N+Sg+Nom;ук+PART;
үтерә	үтер+V+PRES(Й);
.	Type1
Тынлык	тын+N+NMLZ(лЫк)+Nom;
.	Type1
Ул	ул+N+Sg+Nom;ул+PN;
мәңгегә	мәңгегә+Adv;
сузылыр	суз+V+PASS(Ыл)+FUT_INDF(Ыр);суз+V+PASS(Ыл)+PCP_FUT(Ыр);сузыл+V+FUT_INDF(Ыр);сузыл+V+PCP_FUT(Ыр);
сыман	сыман+POST;
.	Type1
Аңламадыгызмы	аңла+V+NEG(мА)+PST_DEF(ДЫ)+2PL(гЫз)+INT(мЫ);
әле	әле+CNJ;әле+PART;
?	Type1
Бала-чага	бала-чага+N+Sg+Nom;
уены	уен+N+Sg+POSS_3(СЫ)+Nom;
уйнамыйбыз	уйна+V+NEG(мА)+PRES(Й)+1PL(бЫз);
.	Type1
Сез	сез+PN;
миңа	мин+PN+DIR(ГА);
кирәк	кирәк+MOD;
әлегә	әлегә+Adv;
,	Type2
ә	ә+PART;
дусларыгыз	дус+N+PL(ЛАр)+POSS_2PL(ЫгЫз)+Nom;
–	Type2
юк	юк+MOD;
.	Type1
АЛЬБУС	альбус+N+Sg+Nom;
белән	белән+POST;
СКОРПИУС	скорпиус+N+Sg+Nom;
КРЭГның	крэгн+N+Sg+POSS_2SG(Ың)+Nom;крэг+N+Sg+GEN(нЫң);
гәүдәсенә	гәүдә+N+Sg+POSS_3(СЫ)+DIR(ГА);
карый	кара+V+PRES(Й);карый+N+Sg+Nom;
–	Type2
алар	алар+PN;
коточкыч	коточкыч+Adj;
хәлдә	хәл+N+Sg+LOC(ДА);хәлдә+POST;
.	Type1
Синең	син+PN+GEN(нЫң);
зәгыйфь	зәгыйфь+Adj;
ягыңны	як+N+Sg+POSS_2SG(Ың)+ACC(нЫ);
табар	тап+V+PCP_FUT(Ыр);
өчен	өчен+POST;
күп	күп+Adj;
вакытым	вакыт+N+Sg+POSS_1SG(Ым)+Nom;
китте	кит+V+PST_DEF(ДЫ);
,	Type2
Альбус	альбус+N+Sg+Nom;
Поттер	Rus
.	Type1
Мин	мин+PN;
моны	бу+PN+ACC(нЫ);
горурлыктыр	горур+Adj+NMLZ(лЫк)+Sg+Nom+3SG(ДЫр);горур+Adj+NMLZ(лЫк)+Sg+Nom+PROB(ДЫр);горур+Adj+PSBL(лЫк)+3SG(ДЫр);горур+Adj+PSBL(лЫк)+PROB(ДЫр);
дигән	ди+V+PCP_PS(ГАн);ди+V+PST_INDF(ГАн);
идем	и+V+PST_DEF(ДЫ)+1SG(м);
,	Type2
әтиеңдә	әти+N+Sg+POSS_2SG(Ың)+LOC(ДА);
уңай	уңай+Adj;
фикер	фикер+N+Sg+Nom;
калдырырга	кал+V+CAUS(ДЫр)+INF_1(ЫргА);калдыр+V+INF_1(ЫргА);
тырышу	тырыш+V+VN_1(у/ү/в)+Nom;
дип	ди+V+ADVV_ACC(Ып);
тә	тә+PART;
уйладым	уйла+V+PST_DEF(ДЫ)+1SG(м);
,	Type2
әмма	әмма+CNJ;
аннары	аннары+PN;
аңладым	аңла+V+PST_DEF(ДЫ)+1SG(м);
,	Type2
синең	син+PN+GEN(нЫң);
көчсез	көч+N+ATTR_ABES(сЫз)+Sg+Nom;көч+N+Sg+2PL(сЫз);
ягың	як+N+Sg+POSS_2SG(Ың)+Nom;
атаңныкы	ата+N+Sg+POSS_2SG(Ың)+ATTR_GEN(нЫкЫ);
кебек	кебек+POST;
үк	үк+PART;
:	Type2
дуслык	дус+N+NMLZ(лЫк)+Sg+Nom;дус+N+PSBL(лЫк);
.	Type1
Сиңа	син+PN+DIR(ГА);
ни	ни+CNJ;ни+PART;ни+PN;
әйтелде	әйт+V+PASS(Ыл)+PST_DEF(ДЫ);әйтел+V+PST_DEF(ДЫ);
,	Type2
шуны	шул+PN+ACC(нЫ);шул+PN+POSS_3(СЫ)+Nom;
төгәл	төгәл+Adj;
үтәячәксең	үтә+V+FUT_DEF(АчАк)+2SG(сЫң);үтә+V+PCP_FUT(АчАк)+2SG(сЫң);
,	Type2
юк	юк+MOD;
икән	икән+MOD;икән+PART;
,	Type2
Скорпиус	скорпиус+N+Sg+Nom;
үләчәк	үл+V+FUT_DEF(АчАк);үл+V+PCP_FUT(АчАк);
,	Type2
нәкъ	нәкъ+PART;
менә	мен+V+PRES(Й);менә+PART;
бу	бу+PN;
артык	артык+Adj;
баш	баш+N+Sg+Nom;
кебек	кебек+POST;
.	Type1
Ул	ул+N+Sg+Nom;ул+PN;
икесенә	ике+Num+POSS_3(СЫ)+DIR(ГА);
дә	дә+PART;
карый	кара+V+PRES(Й);карый+N+Sg+Nom;
.	Type1
Волдеморт	волдеморт+N+Sg+Nom;
кайтачак	кайт+V+FUT_DEF(АчАк);кайт+V+PCP_FUT(АчАк);
,	Type2
һәм	һәм+CNJ;
Авгурей	авгурей+N+Sg+Nom;
аның	ул+PN+GEN(нЫң);
янына	ян+N+Sg+POSS_3(СЫ)+DIR(ГА);ян+V+REFL(Ын)+PRES(Й);янына+POST;
утырачак	утыр+V+FUT_DEF(АчАк);утыр+V+PCP_FUT(АчАк);
.	Type1
Күрәзә	күрәзә+N+Sg+Nom;
кылынганча	кыл+V+REFL(Ын)+PCP_PS(ГАн)+EQU(чА);
.	Type1
«	Type4
Артык	артык+Adj;
җан	җан+N+Sg+Nom;
артыкка	артык+Adj+Sg+DIR(ГА);
чыккач	чык+V+ADVV_ANT(ГАч);
,	Type2
вакыт	вакыт+N+Sg+Nom;
үзгәргәч	үзгәр+V+ADVV_ANT(ГАч);
,	Type2
күренмәгән	күр+V+REFL(Ын)+NEG(мА)+PCP_PS(ГАн);күр+V+REFL(Ын)+NEG(мА)+PST_INDF(ГАн);күрен+V+NEG(мА)+PCP_PS(ГАн);күрен+V+NEG(мА)+PST_INDF(ГАн);
балалар	бала+N+PL(ЛАр)+Nom;балала+V+FUT_INDF(Ыр);балала+V+PCP_FUT(Ыр);
аталарын	ата+N+PL(ЛАр)+POSS_3(СЫ)+ACC(нЫ);
үтергәч	үтер+V+ADVV_ANT(ГАч);
,	Type2
Караңгы	караңгы+Adj;
Лорд	лорд+N+Sg+Nom;
кире	кире+Adj;кире+Adv;
кайтыр	кайт+V+FUT_INDF(Ыр);кайт+V+PCP_FUT(Ыр);
»	Type4
.	Type1
Ул	ул+N+Sg+Nom;ул+PN;
елмая	елмай+V+PRES(Й);
.	Type1
Кинәт	кинәт+Adv;
кырыс	кырыс+Adj;
кына	кына+PART;
итеп	ит+V+ADVV_ACC(Ып);
СКОРПИУСны	скорпиусн+N+Sg+POSS_3(СЫ)+Nom;скорпиус+N+Sg+ACC(нЫ);
үзенә	үз+PN+POSS_3(СЫ)+DIR(ГА);
таба	таба+N+Sg+Nom;таба+POST;тап+V+PRES(Й);
тарта	тарт+V+PRES(Й);
.	Type1
Седрик	Rus
ул	ул+N+Sg+Nom;ул+PN;
артык	артык+Adj;
җан	җан+N+Sg+Nom;
,	Type2
ә	ә+PART;
Альбус…	Error
144	Num
Кинәт	кинәт+Adv;
кырыс	кырыс+Adj;
кына	кына+PART;
итеп	ит+V+ADVV_ACC(Ып);
АЛЬБУСны	альбусн+N+Sg+POSS_3(СЫ)+Nom;альбус+N+Sg+ACC(нЫ);
үзенә	үз+PN+POSS_3(СЫ)+DIR(ГА);
тарта	тарт+V+PRES(Й);
.	Type1
вакытны	вакыт+N+Sg+ACC(нЫ);
үзгәртеп	үзгәр+V+CAUS(т)+ADVV_ACC(Ып);үзгәрт+V+ADVV_ACC(Ып);
,	Type2
атасын	ата+N+Sg+POSS_3(СЫ)+ACC(нЫ);ата+V+JUS_SG(сЫн);
үтерәчәк	үтер+V+FUT_DEF(АчАк);үтер+V+PCP_FUT(АчАк);
һәм	һәм+CNJ;
шулай	шулай+PN;
Караңгы	караңгы+Adj;
Лордны	лорд+N+Sg+ACC(нЫ);
яңадан	яңа+Adj+Sg+ABL(ДАн);
кайтарачак	кайтар+V+FUT_DEF(АчАк);кайтар+V+PCP_FUT(АчАк);
.	Type1
Вакыт-күчергеч	вакыт-күчергеч+N+Sg+Nom;
селкенергә	селке+V+REFL(Ын)+INF_1(ЫргА);селкен+V+INF_1(ЫргА);
керешә	кер+V+RECP(Ыш)+PRES(Й);
.	Type1
ДЕЛЬФИ	дельфи+N+Sg+Nom;
өчесенең	өчесен+N+Sg+POSS_2SG(Ың)+Nom;өчес+N+Sg+POSS_3(СЫ)+GEN(нЫң);өче+N+Sg+POSS_3(СЫ)+GEN(нЫң);
дә	дә+PART;
кулларын	кул+N+PL(ЛАр)+POSS_3(СЫ)+ACC(нЫ);
вакыт	вакыт+N+Sg+Nom;
Error	күчергечкә;
күчергеч+N+Sg+DIR(ГА);	куя;
куй+V+PRES(Й);	.;
Type1	Хәзер;
хәзер+Adv;	!;
Type1	Галәмәт;
галәмәт+Adj;	зур;
зур+Adj;	яктылык;
якты+Adj+NMLZ(лЫк)+Sg+Nom;якты+Adj+PSBL(лЫк);якты+N+NMLZ(лЫк)+Sg+Nom;якты+N+PSBL(лЫк);	кабынышы;
кабын+V+VN_2(Ыш)+POSS_3(СЫ)+Nom;кап+V+REFL(Ын)+VN_2(Ыш)+POSS_3(СЫ)+Nom;	.;
Type1	Гөрселдәгән;
гөрселдә+V+PCP_PS(ГАн);гөрселдә+V+PST_INDF(ГАн);	тавыш;
тавыш+N+Sg+Nom;	.;
Type1	Вакыт;
вакыт+N+Sg+Nom;	туктый;
тукта+V+PRES(Й);	.;
Аннан	аннан+PN;ул+PN+ABL(ДАн);
кире	кире+Adj;кире+Adv;
борыла	бор+V+PASS(Ыл)+PRES(Й);борыл+V+PRES(Й);
,	Type2
бераз	бераз+Adv;
уйлана	уйла+V+REFL(Ын)+PRES(Й);уйлан+V+PRES(Й);
һәм	һәм+CNJ;
артка	арт+Adj+Sg+DIR(ГА);
таба	таба+N+Sg+Nom;таба+POST;тап+V+PRES(Й);
хәрәкәтләнә	хәрәкәтлән+V+PRES(Й);
башлый	башла+V+PRES(Й);
,	Type2
әүвәл	әүвәл+Adv;
әкренләп	әкрен+Adj+DISTR(лАп);әкренлә+V+ADVV_ACC(Ып);
,	Type2
аннан…	Error
.	Type1
Аннан	аннан+PN;ул+PN+ABL(ДАн);
ул	ул+N+Sg+Nom;ул+PN;
бик	бик+Adv;
тизәя	тизәя+N+Sg+Nom;
.	Type1
Суырып	суыр+V+ADVV_ACC(Ып);
алгандай	ал+V+PCP_PS(ГАн)+SIM_1(ДАй);
тавыш	тавыш+N+Sg+Nom;
.	Type1
БАһ	баһ+N+Sg+Nom;
!	Type1
өЧЕНЧЕ	өч+Num+NUM_ORD(ЫнчЫ);
ПәРДә	пәрдә+N+Sg+Nom;
,	Type2
ЕГЕРМЕНЧЕ	егерме+Num+NUM_ORD(ЫнчЫ);
КүРЕНЕШ	күр+V+REFL(Ын)+RECP(Ыш)+IMP_SG();күр+V+REFL(Ын)+VN_2(Ыш)+Nom;күрен+V+RECP(Ыш)+IMP_SG();күрен+V+VN_2(Ыш)+Nom;күренеш+N+Sg+Nom;
өЧ	өч+Num;
ТЫЛСЫМЧЫ	тылсым+N+PROF(чЫ)+Sg+Nom;
БәЙГЕСЕ	бәйге+N+Sg+POSS_3(СЫ)+Nom;
,	Type2
ЛАБИРИНТ	лабиринт+N+Sg+Nom;
,	Type2
1995	Num
Лабиринт	лабиринт+N+Sg+Nom;
гел	гел+Adv;
хәрәкәтләнеп	хәрәкәтлән+V+ADVV_ACC(Ып);
торган	тор+V+PCP_PS(ГАн);тор+V+PST_INDF(ГАн);
җанлы	җан+N+ATTR_MUN(лЫ);
коймалардан	койма+N+PL(ЛАр)+ABL(ДАн);
(	Type3
үсемлек	үсем+N+NMLZ(лЫк)+Sg+Nom;үсем+N+PSBL(лЫк);
коймаларыннан	койма+N+PL(ЛАр)+POSS_3(СЫ)+ABL(ДАн);
)	Type3
торган	тор+V+PCP_PS(ГАн);тор+V+PST_INDF(ГАн);
спиральдән	спираль+N+Sg+ABL(ДАн);
гыйбарәт	гыйбарәт+MOD;
.	Type1
ДЕЛЬФИ	дельфи+N+Sg+Nom;
бик	бик+Adv;
тәвәккәллек	тәвәккәл+Adj+NMLZ(лЫк)+Sg+Nom;тәвәккәл+Adj+PSBL(лЫк);
Аның	ул+PN+GEN(нЫң);
артыннан	арт+Adj+Sg+POSS_3(СЫ)+ABL(ДАн);артыннан+POST;
ул	ул+N+Sg+Nom;ул+PN;
АЛЬБУС	альбус+N+Sg+Nom;
белән	белән+POST;
белән	белән+POST;
аның	ул+PN+GEN(нЫң);
аркылы	аркылы+Adj;аркылы+POST;
атлый	атла+V+PRES(Й);
.	Type1
СКОРПИУСны	скорпиусн+N+Sg+POSS_3(СЫ)+Nom;скорпиус+N+Sg+ACC(нЫ);
сөйрәтеп	сөйрә+V+CAUS(т)+ADVV_ACC(Ып);сөйрәт+V+ADVV_ACC(Ып);
бара	бар+V+PRES(Й);
.	Type1
Аларның	алар+PN+GEN(нЫң);
куллары	кул+N+PL(ЛАр)+POSS_3(СЫ)+Nom;
бәйләнгән	бәйлә+V+REFL(Ын)+PCP_PS(ГАн);бәйлә+V+REFL(Ын)+PST_INDF(ГАн);бәйлән+V+PCP_PS(ГАн);бәйлән+V+PST_INDF(ГАн);
,	Type2
аяклары	аяк+N+PL(ЛАр)+POSS_3(СЫ)+Nom;
теләр	тел+V+PCP_FUT(Ыр);телә+V+FUT_INDF(Ыр);телә+V+PCP_FUT(Ыр);
Error	теләмәс;
телә+V+FUT_INDF_NEG(мАс);телә+V+PCP_FUT(мАс);	кенә;
кенә+PART;	атлый;
атла+V+PRES(Й);	.;
ЛЮДО	людо+N+Sg+Nom;
БЭГМЕН	бэгмен+N+Sg+Nom;
:	Type2
Ханымнар	хан+N+Sg+POSS_1SG(Ым)+PL(ЛАр)+Nom;ханым+N+PL(ЛАр)+Nom;
һәм	һәм+CNJ;
әфәнделәр	әфәнде+N+PL(ЛАр)+Nom;
,	Type2
кызлар	кыз+N+PL(ЛАр)+Nom;
һәм	һәм+CNJ;
егетләр	егет+N+PL(ЛАр)+Nom;
,	Type2
мин	мин+PN;
сезгә	сез+PN+DIR(ГА);
бөек	бөек+Adj;
,	Type2
искиткеч	искиткеч+Adv;
,	Type2
бер	бер+Num;бер+PN;
һәм	һәм+CNJ;
бердәнбер	бердәнбер+N+Sg+Nom;
өЧ	өч+Num;
ТЫЛСЫМЧЫ	тылсым+N+PROF(чЫ)+Sg+Nom;
БәЙГЕСЕН	бәйге+N+Sg+POSS_3(СЫ)+ACC(нЫ);
тәкъдим	тәкъдим+N+Sg+Nom;
